Time since start (ms),ACCELEROMETER X (m/s^2),ACCELEROMETER Y (m/s^2),ACCELEROMETER Z (m/s^2),GRAVITY X (m/s^2),GRAVITY Y (m/s^2),GRAVITY Z (m/s^2),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (uT),MAGNETIC FIELD Y (uT),MAGNETIC FIELD Z (uT),ORIENTATION (yaw deg),ORIENTATION (pitch deg),ORIENTATION (roll deg),GPS Latitude (deg),GPS Longitude (deg),GPS Altitude (m),GPS Speed (m/s),GPS Accuracy (m),GPS Orientation (deg),Satellites in range,DATE (YYYY-MO-DD HH-MI-SS_SSS)
147202.3,-0.026336,0.284910,9.825804,-0.061357,0.278460,9.802505,0.004276,0.003054,0.001222,0.696000,-30.795002,-34.151001,178.963,-1.627,0.359,,,,,,,,2026-09-13 03:14:15.749
147298.4,-0.059855,0.277727,9.818622,-0.061117,0.278970,9.802490,0.001222,0.001833,-0.001222,0.396000,-30.007002,-34.908001,178.918,-1.630,0.357,,,,,,,,2026-09-13 03:14:15.845
147402.4,-0.033519,0.272939,9.854534,-0.061356,0.279196,9.802484,0.001833,-0.000611,-0.000611,-0.207000,-30.513002,-33.607002,179.273,-1.631,0.359,,,,,,,,2026-09-13 03:14:15.949
147498.4,-0.050278,0.263362,9.727641,-0.061464,0.279007,9.802487,-0.001833,0.001222,-0.000611,-0.504000,-31.199001,-36.301003,179.103,-1.630,0.359,,,,,,,,2026-09-13 03:14:16.045
147602.5,-0.031125,0.268151,9.737218,-0.062130,0.277855,9.802516,-0.003054,-0.002443,0.000611,-0.101000,-30.426001,-35.767002,179.249,-1.624,0.363,,,,,,,,2026-09-13 03:14:16.149
147698.5,-0.076614,0.272939,10.019734,-0.059908,0.276917,9.802557,0.000611,0.003665,0.001222,-0.617000,-31.294001,-35.112003,179.818,-1.618,0.350,,,,,,,,2026-09-13 03:14:16.245
147802.6,0.052672,0.428562,9.868899,-0.059058,0.277245,9.802552,-0.004276,0.020159,0.000611,1.008000,-29.493002,-35.131001,179.758,-1.620,0.345,,,,,,,,2026-09-13 03:14:16.349
147898.6,-0.047884,0.234632,9.818622,-0.061159,0.276279,9.802567,0.003665,0.003054,-0.000611,0.646000,-29.967001,-32.643002,179.823,-1.614,0.357,,,,,,,,2026-09-13 03:14:16.445
148002.7,-0.002394,0.272939,9.507375,-0.061000,0.276544,9.802560,0.001222,-0.000611,0.001222,1.278000,-30.825001,-33.507000,179.432,-1.616,0.357,,,,,,,,2026-09-13 03:14:16.549
148098.7,-0.057461,0.280122,9.753978,-0.060991,0.276917,9.802549,-0.001222,0.003665,0.000611,-0.777000,-30.042002,-36.736000,179.349,-1.618,0.356,,,,,,,,2026-09-13 03:14:16.645
148202.7,-0.023942,0.287304,9.684546,-0.061770,0.275631,9.802581,-0.004887,-0.006109,0.000000,0.042000,-31.694002,-36.303001,179.413,-1.611,0.361,,,,,,,,2026-09-13 03:14:16.749
148298.8,-0.052672,0.253785,9.773131,-0.061154,0.275797,9.802581,-0.003054,0.000000,-0.000611,-1.153000,-32.351002,-35.320004,179.499,-1.612,0.357,,,,,,,,2026-09-13 03:14:16.845
148402.8,-0.050278,0.289698,9.782708,-0.061894,0.275917,9.802572,0.000000,0.002443,0.001222,0.483000,-30.368002,-35.555000,179.315,-1.612,0.362,,,,,,,,2026-09-13 03:14:16.949
148498.9,-0.076614,0.272939,9.811439,-0.062229,0.276194,9.802563,-0.001222,-0.001222,0.001222,-0.286000,-29.543001,-37.497002,179.510,-1.614,0.364,,,,,,,,2026-09-13 03:14:17.045
148602.9,-0.079009,0.126893,10.496181,-0.061925,0.276234,9.802563,-0.002443,-0.001222,-0.000611,-1.003000,-30.229002,-34.142002,179.414,-1.614,0.362,,,,,,,,2026-09-13 03:14:17.149
148698.9,-0.083797,0.282516,9.940725,-0.062730,0.276333,9.802556,0.004887,0.007941,-0.000611,0.229000,-30.754002,-35.012001,179.601,-1.615,0.367,,,,,,,,2026-09-13 03:14:17.245
148803.0,-0.023942,0.318429,9.849746,-0.063730,0.276303,9.802549,0.000611,0.000000,-0.000611,1.068000,-30.310001,-35.343002,179.490,-1.615,0.372,,,,,,,,2026-09-13 03:14:17.350
148899.0,-0.079009,0.316035,10.043676,-0.062713,0.277795,9.802514,0.000000,0.018326,-0.001222,-0.835000,-31.043001,-35.436001,179.382,-1.623,0.367,,,,,,,,2026-09-13 03:14:17.446
149003.1,-0.079009,0.201113,9.988609,-0.064376,0.277063,9.802524,0.000611,0.000611,-0.000611,0.663000,-31.343002,-33.717003,179.447,-1.619,0.376,,,,,,,,2026-09-13 03:14:17.550
149099.1,-0.064643,0.275333,9.945514,-0.063061,0.277023,9.802534,0.003665,0.003054,0.001222,0.919000,-30.869001,-34.800003,179.555,-1.619,0.369,,,,,,,,2026-09-13 03:14:17.646
149203.2,-0.067038,0.284910,9.938332,-0.064016,0.277299,9.802520,0.002443,0.002443,-0.000611,-1.091000,-31.518002,-34.460003,179.774,-1.620,0.374,,,,,,,,2026-09-13 03:14:17.750
149299.2,-0.057461,0.277727,9.821015,-0.062737,0.277425,9.802525,0.000611,0.000611,0.000611,-0.575000,-30.650002,-35.115002,179.531,-1.621,0.367,,,,,,,,2026-09-13 03:14:17.846
149403.2,-0.038307,0.263362,9.859323,-0.063966,0.277013,9.802528,0.001833,0.003054,0.000611,-0.487000,-30.925001,-36.518002,179.477,-1.619,0.374,,,,,,,,2026-09-13 03:14:17.950
149499.2,-0.100556,0.275333,9.828198,-0.063134,0.277128,9.802530,0.002443,0.005498,0.001222,-0.740000,-31.397001,-35.111000,179.384,-1.619,0.369,,,,,,,,2026-09-13 03:14:18.046
149603.3,-0.045490,0.292093,9.746795,-0.064751,0.277906,9.802498,-0.004276,-0.004276,0.001833,-0.317000,-30.432001,-33.498001,179.093,-1.624,0.378,,,,,,,,2026-09-13 03:14:18.150
149699.3,-0.047884,0.292093,9.940725,-0.063652,0.277878,9.802505,0.000000,-0.002443,0.001833,0.424000,-31.199001,-36.091003,179.045,-1.624,0.372,,,,,,,,2026-09-13 03:14:18.246
149803.3,-0.040701,0.292093,9.974244,-0.064351,0.277454,9.802513,0.000000,0.004887,0.002443,-1.170000,-32.368000,-37.587002,179.367,-1.621,0.376,,,,,,,,2026-09-13 03:14:18.350
149899.3,-0.011971,0.270545,9.236830,-0.062798,0.278003,9.802507,0.004887,-0.002443,0.003665,-0.995000,-31.698002,-35.540001,179.367,-1.624,0.367,,,,,,,,2026-09-13 03:14:18.446
150003.3,-0.090980,0.284910,10.060435,-0.063273,0.277630,9.802515,0.001833,0.002443,0.000000,0.621000,-30.164001,-34.369003,178.931,-1.622,0.370,,,,,,,,2026-09-13 03:14:18.550
150099.4,-0.050278,0.282516,9.746795,-0.063072,0.278223,9.802500,0.003054,0.004887,-0.001222,-1.412000,-31.094002,-34.676003,178.628,-1.626,0.369,,,,,,,,2026-09-13 03:14:18.646
150203.4,0.002394,0.335188,10.014946,-0.062946,0.278390,9.802496,0.003665,0.007941,0.001222,-0.163000,-29.869001,-33.502003,178.924,-1.627,0.368,,,,,,,,2026-09-13 03:14:18.750
150299.4,0.009577,0.189142,9.718064,-0.058374,0.277329,9.802554,0.009774,0.006109,0.003665,0.328000,-31.019001,-35.012001,179.102,-1.621,0.341,,,,,,,,2026-09-13 03:14:18.846
150403.4,-0.045490,0.289698,9.914390,-0.058508,0.276236,9.802585,0.007941,0.006720,0.000611,-1.048000,-30.874001,-34.463001,179.231,-1.614,0.342,,,,,,,,2026-09-13 03:14:18.950
150499.4,-0.033519,0.270545,9.868899,-0.054486,0.274811,9.802648,0.005498,0.003665,-0.000611,-0.067000,-31.527002,-37.058002,178.850,-1.606,0.318,,,,,,,,2026-09-13 03:14:19.046
150603.5,-0.064643,0.222661,9.885659,-0.053380,0.275194,9.802643,0.002443,0.001222,0.000000,-1.590000,-31.938002,-35.427002,179.120,-1.608,0.312,,,,,,,,2026-09-13 03:14:19.150
150699.4,-0.050278,0.294487,9.789890,-0.053219,0.275421,9.802637,0.002443,0.000611,-0.001222,-1.262000,-32.097000,-36.724003,179.263,-1.609,0.311,,,,,,,,2026-09-13 03:14:19.246
150803.5,-0.064643,0.280122,9.849746,-0.053130,0.274411,9.802666,0.003665,0.003054,-0.001833,-0.223000,-30.529001,-35.658001,179.153,-1.603,0.311,,,,,,,,2026-09-13 03:14:19.350
150899.5,-0.071826,0.277727,9.832987,-0.053139,0.274204,9.802671,0.003665,0.004276,0.000000,1.982000,-30.582001,-34.593002,179.053,-1.602,0.311,,,,,,,,2026-09-13 03:14:19.446
151003.5,-0.052672,0.292093,9.852140,-0.054387,0.273987,9.802671,0.000611,-0.001222,0.000611,1.034000,-30.687002,-36.529003,179.383,-1.601,0.318,,,,,,,,2026-09-13 03:14:19.550
151099.5,-0.031125,0.263362,9.847352,-0.053878,0.274293,9.802666,0.001833,-0.002443,0.000611,-0.199000,-31.897001,-35.868000,179.301,-1.603,0.315,,,,,,,,2026-09-13 03:14:19.646
151203.6,-0.062249,0.280122,9.821015,-0.054884,0.274246,9.802661,0.000611,0.004276,-0.001833,-0.230000,-30.708002,-35.009003,178.945,-1.603,0.321,,,,,,,,2026-09-13 03:14:19.750
151299.6,-0.055067,0.289698,9.794679,-0.054917,0.273910,9.802670,-0.000611,-0.000611,0.001222,0.565000,-30.820002,-36.094002,178.944,-1.601,0.321,,,,,,,,2026-09-13 03:14:19.846
151403.7,-0.028730,0.253785,9.818622,-0.055250,0.273575,9.802678,-0.001222,-0.001222,0.002443,0.674000,-29.510002,-32.969002,178.943,-1.599,0.323,,,,,,,,2026-09-13 03:14:19.950
151499.7,-0.055067,0.282516,9.892841,-0.053383,0.273344,9.802694,0.006109,0.008552,0.000000,-0.040000,-29.594002,-35.015003,179.025,-1.597,0.312,,,,,,,,2026-09-13 03:14:20.046
151603.7,-0.055067,0.299275,9.902418,-0.054192,0.273693,9.802680,0.000611,-0.002443,0.000611,-2.219000,-31.078001,-34.239002,179.160,-1.599,0.317,,,,,,,,2026-09-13 03:14:20.150
151699.7,-0.045490,0.265756,9.859323,-0.054386,0.273461,9.802686,0.001833,0.001222,0.000000,-0.191000,-30.240002,-33.932003,179.341,-1.598,0.318,,,,,,,,2026-09-13 03:14:20.246
151803.7,-0.067038,0.299275,9.835381,-0.055399,0.273565,9.802677,0.002443,0.004276,0.000000,0.091000,-31.131002,-34.686001,179.515,-1.599,0.324,,,,,,,,2026-09-13 03:14:20.350
151899.7,-0.035913,0.287304,9.871294,-0.055835,0.273914,9.802665,0.003665,0.000611,0.000611,1.540000,-31.823002,-36.312000,179.532,-1.601,0.326,,,,,,,,2026-09-13 03:14:20.446
152003.8,-0.050278,0.270545,9.825804,-0.056519,0.274320,9.802649,0.000611,0.002443,-0.000611,-0.714000,-30.941002,-35.653000,178.998,-1.603,0.330,,,,,,,,2026-09-13 03:14:20.550
152099.8,-0.057461,0.304064,9.847352,-0.056859,0.273783,9.802663,0.002443,0.000611,-0.000611,0.376000,-30.628002,-31.883001,179.117,-1.600,0.332,,,,,,,,2026-09-13 03:14:20.646
152203.9,-0.052672,0.270545,9.880871,-0.058168,0.274026,9.802649,0.000000,0.000000,0.001222,-0.368000,-31.083002,-34.575001,179.227,-1.601,0.340,,,,,,,,2026-09-13 03:14:20.750
152299.9,-0.217872,0.371101,10.670957,-0.057736,0.274761,9.802630,-0.005498,0.015882,-0.002443,-0.482000,-31.007002,-35.114002,178.869,-1.606,0.337,,,,,,,,2026-09-13 03:14:20.846
152404.0,-0.031125,0.205901,9.780313,-0.058660,0.274475,9.802632,0.001833,-0.003665,0.001222,0.617000,-30.254002,-34.045002,179.222,-1.604,0.343,,,,,,,,2026-09-13 03:14:20.951
152500.0,-0.028730,0.282516,9.832987,-0.058974,0.274031,9.802643,0.000000,-0.001222,0.000611,-0.247000,-30.982002,-34.792000,179.160,-1.601,0.345,,,,,,,,2026-09-13 03:14:21.047
152596.0,-0.031125,0.244209,9.725247,-0.058761,0.272389,9.802691,-0.000611,0.004887,0.000000,0.479000,-30.458002,-35.339001,179.167,-1.592,0.343,,,,,,,,2026-09-13 03:14:21.143
152700.1,-0.035913,0.277727,9.648633,-0.059707,0.272687,9.802676,0.001833,-0.000611,-0.001222,1.766000,-30.330002,-34.808002,179.335,-1.593,0.349,,,,,,,,2026-09-13 03:14:21.247
152804.1,-0.074220,0.299275,9.909601,-0.058503,0.272433,9.802691,-0.001833,0.006109,-0.000611,1.590000,-31.086002,-36.099003,179.539,-1.592,0.342,,,,,,,,2026-09-13 03:14:21.351
152900.1,-0.040701,0.263362,9.890448,-0.059223,0.272509,9.802685,0.001833,0.004887,-0.001222,1.233000,-31.385002,-34.692001,179.787,-1.592,0.346,,,,,,,,2026-09-13 03:14:21.447
153004.1,0.110133,0.359130,9.777920,-0.059609,0.273362,9.802658,-0.002443,0.004276,0.000611,-0.547000,-30.194002,-35.549000,179.881,-1.597,0.348,,,,,,,,2026-09-13 03:14:21.551
153100.2,-0.028730,0.323217,9.806650,-0.057010,0.273164,9.802679,0.001833,0.000000,0.000611,0.203000,-31.038002,-36.090000,179.397,-1.596,0.333,,,,,,,,2026-09-13 03:14:21.647
153204.2,-0.071826,0.275333,9.840169,-0.057050,0.273504,9.802670,0.003665,0.004276,0.000611,-0.447000,-30.456001,-35.225002,179.078,-1.598,0.333,,,,,,,,2026-09-13 03:14:21.751
153300.2,-0.031125,0.287304,9.797073,-0.057655,0.273559,9.802665,0.002443,0.001222,0.001222,1.170000,-30.485001,-35.667000,179.064,-1.598,0.337,,,,,,,,2026-09-13 03:14:21.847
153404.2,-0.004788,0.454898,9.708488,-0.057548,0.274394,9.802642,-0.000611,0.011606,-0.001222,0.195000,-29.569002,-34.693001,179.061,-1.603,0.336,,,,,,,,2026-09-13 03:14:21.951
153500.3,-0.031125,0.270545,9.931149,-0.058371,0.274225,9.802642,0.002443,0.004276,0.002443,0.172000,-29.935001,-34.475002,178.801,-1.602,0.341,,,,,,,,2026-09-13 03:14:22.047
153596.3,-0.050278,0.380678,9.938332,-0.058857,0.274659,9.802627,0.001222,0.007330,-0.001833,1.468000,-31.189001,-36.098003,179.004,-1.605,0.344,,,,,,,,2026-09-13 03:14:22.143
153700.3,-0.064643,0.339977,9.691729,-0.058998,0.275258,9.802608,-0.004276,-0.003665,0.000611,0.634000,-29.893002,-35.018002,179.164,-1.608,0.345,,,,,,,,2026-09-13 03:14:22.247
153804.3,-0.131681,0.225055,9.667787,-0.058792,0.276062,9.802588,0.001222,-0.006109,0.001833,-1.529000,-30.847002,-37.051003,179.004,-1.613,0.344,,,,,,,,2026-09-13 03:14:22.351
153900.3,-0.098162,0.234632,9.809045,-0.058907,0.274740,9.802624,0.000000,-0.001222,-0.000611,-0.194000,-30.243002,-34.364002,179.023,-1.605,0.344,,,,,,,,2026-09-13 03:14:22.447
154004.2,-0.083797,0.284910,9.777920,-0.058593,0.274416,9.802634,-0.003665,0.000000,-0.002443,-1.090000,-31.345001,-35.973003,179.197,-1.603,0.342,,,,,,,,2026-09-13 03:14:22.551
154100.2,-0.031125,0.275333,9.720459,-0.057012,0.273053,9.802682,0.000000,0.001222,0.000611,-1.148000,-30.611002,-34.572002,179.459,-1.596,0.333,,,,,,,,2026-09-13 03:14:22.647
154204.2,-0.090980,0.239420,9.548077,-0.054576,0.272956,9.802699,0.003054,-0.001222,0.000611,1.417000,-30.191002,-36.210003,179.078,-1.595,0.319,,,,,,,,2026-09-13 03:14:22.751
154300.2,-0.033519,0.237026,9.890448,-0.055882,0.273115,9.802687,-0.000611,0.005498,0.000611,-1.371000,-30.452002,-34.895000,179.301,-1.596,0.327,,,,,,,,2026-09-13 03:14:22.847
154404.2,-0.076614,0.268151,9.746795,-0.057856,0.273500,9.802665,-0.003665,-0.001833,0.000611,0.710000,-32.173000,-35.657001,179.210,-1.598,0.338,,,,,,,,2026-09-13 03:14:22.951
154500.2,0.011971,0.172383,9.576807,-0.058490,0.274132,9.802643,-0.007941,-0.004276,0.002443,-0.641000,-29.926001,-35.010002,179.192,-1.602,0.342,,,,,,,,2026-09-13 03:14:23.047
154604.2,-0.069432,0.232238,9.720459,-0.058271,0.273319,9.802668,0.000000,0.005498,-0.001222,-1.360000,-30.270002,-35.112003,179.808,-1.597,0.341,,,,,,,,2026-09-13 03:14:23.151
154700.2,-0.057461,0.275333,9.811439,-0.059385,0.273717,9.802649,-0.003665,-0.000611,0.001833,-0.822000,-30.858002,-35.329002,179.042,-1.599,0.347,,,,,,,,2026-09-13 03:14:23.247
154804.2,-0.047884,0.287304,9.761160,-0.059486,0.273471,9.802655,-0.001833,-0.003054,-0.001222,0.016000,-30.414001,-35.660000,179.050,-1.598,0.348,,,,,,,,2026-09-13 03:14:23.351
154900.1,-0.033519,0.275333,9.816227,-0.060030,0.273906,9.802640,0.000611,0.000611,0.000000,-1.544000,-31.206001,-35.862003,179.240,-1.601,0.351,,,,,,,,2026-09-13 03:14:23.447
155004.1,-0.090980,0.268151,9.689334,-0.060367,0.274740,9.802615,-0.004887,-0.001833,-0.001222,-0.689000,-30.488001,-36.411003,179.056,-1.605,0.353,,,,,,,,2026-09-13 03:14:23.551
155100.1,-0.057461,0.335188,9.703699,-0.061594,0.274645,9.802610,-0.006109,-0.005498,-0.000611,0.358000,-30.474001,-35.878002,179.527,-1.605,0.360,,,,,,,,2026-09-13 03:14:23.647
155204.1,-0.064643,0.260968,9.756371,-0.062302,0.274169,9.802619,-0.002443,-0.000611,-0.000611,-0.957000,-30.888002,-37.811001,179.260,-1.602,0.364,,,,,,,,2026-09-13 03:14:23.751
155300.1,-0.043096,0.311246,9.782708,-0.062285,0.273942,9.802625,-0.005498,-0.003054,0.001833,0.127000,-30.494001,-35.552002,179.196,-1.601,0.364,,,,,,,,2026-09-13 03:14:23.847
155404.1,-0.069432,0.268151,9.768343,-0.061244,0.273442,9.802647,-0.002443,-0.002443,0.001222,-1.402000,-30.912001,-35.001003,179.496,-1.598,0.358,,,,,,,,2026-09-13 03:14:23.951
155500.1,-0.064643,0.282516,9.715671,-0.062601,0.272856,9.802653,-0.003665,-0.004887,0.001833,-0.151000,-31.163002,-35.980003,179.133,-1.594,0.366,,,,,,,,2026-09-13 03:14:24.047
155604.1,-0.045490,0.244209,9.667787,-0.062576,0.272655,9.802660,-0.004276,-0.001222,-0.001222,0.535000,-29.544001,-35.991001,179.381,-1.593,0.366,,,,,,,,2026-09-13 03:14:24.151
155700.1,-0.031125,0.253785,9.670180,-0.062300,0.272990,9.802652,0.000611,0.000611,0.000611,0.390000,-30.271002,-33.288002,179.444,-1.595,0.364,,,,,,,,2026-09-13 03:14:24.247
155804.1,-0.043096,0.268151,9.742006,-0.062339,0.274808,9.802601,-0.003054,0.000000,0.001222,-0.236000,-30.886002,-34.253002,178.945,-1.606,0.364,,,,,,,,2026-09-13 03:14:24.351
155900.0,-0.040701,0.258574,9.823410,-0.062729,0.273892,9.802624,-0.001222,-0.003054,0.001222,0.508000,-30.000002,-35.449001,179.129,-1.600,0.367,,,,,,,,2026-09-13 03:14:24.447
156004.0,-0.028730,0.258574,9.782708,-0.062362,0.274593,9.802607,0.001833,0.006109,0.000000,-0.642000,-30.012001,-34.254002,179.491,-1.605,0.364,,,,,,,,2026-09-13 03:14:24.551
156099.9,-0.086191,0.328006,9.775525,-0.063126,0.275163,9.802586,0.001222,0.001222,0.000611,0.788000,-30.980001,-35.879002,179.458,-1.608,0.369,,,,,,,,2026-09-13 03:14:24.646
156203.9,-0.040701,0.270545,9.742006,-0.063987,0.275281,9.802577,-0.003054,-0.003665,0.000611,0.006000,-30.509001,-36.091003,179.262,-1.609,0.374,,,,,,,,2026-09-13 03:14:24.750
156299.9,-0.057461,0.251391,9.938332,-0.065267,0.275130,9.802572,-0.001833,-0.002443,0.000611,0.344000,-30.745001,-35.229000,179.352,-1.608,0.381,,,,,,,,2026-09-13 03:14:24.846
156403.9,-0.062249,0.258574,9.828198,-0.065168,0.275682,9.802558,0.000611,0.004276,-0.000611,1.027000,-29.303001,-34.268002,179.350,-1.611,0.381,,,,,,,,2026-09-13 03:14:24.950
156499.9,-0.260968,0.454898,10.091560,-0.064597,0.276666,9.802534,-0.006109,0.002443,-0.002443,0.437000,-31.101002,-35.228001,179.910,-1.617,0.378,,,,,,,,2026-09-13 03:14:25.046
156603.9,-0.043096,0.325611,9.749189,-0.065245,0.275852,9.802552,-0.001222,-0.001222,0.000000,-0.045000,-31.506002,-34.144001,179.527,-1.612,0.381,,,,,,,,2026-09-13 03:14:25.150
156699.9,-0.035913,0.287304,9.785102,-0.066055,0.275510,9.802557,-0.003054,0.000000,0.001222,0.176000,-29.844002,-34.692001,179.588,-1.610,0.386,,,,,,,,2026-09-13 03:14:25.246
156803.9,-0.055067,0.246603,9.830592,-0.065783,0.275611,9.802556,-0.003054,-0.003054,0.000000,0.250000,-30.476002,-34.690002,179.397,-1.610,0.384,,,,,,,,2026-09-13 03:14:25.350
156899.9,0.093374,0.239420,9.909601,-0.065518,0.275610,9.802557,-0.003054,0.001222,0.005498,0.605000,-30.352001,-34.908001,179.776,-1.610,0.383,,,,,,,,2026-09-13 03:14:25.446
157003.8,-0.057461,0.265756,9.696517,-0.059161,0.274614,9.802626,-0.000611,0.000611,-0.002443,-0.122000,-30.705002,-36.198002,179.578,-1.605,0.346,,,,,,,,2026-09-13 03:14:25.550
157099.8,-0.069432,0.294487,9.727641,-0.058934,0.274092,9.802642,-0.000611,-0.000611,0.001222,1.757000,-30.596001,-33.512001,179.645,-1.602,0.344,,,,,,,,2026-09-13 03:14:25.646
157203.8,-0.064643,0.282516,9.837775,-0.059710,0.273904,9.802642,0.000611,0.000611,-0.000611,0.150000,-30.300001,-34.150002,179.892,-1.601,0.349,,,,,,,,2026-09-13 03:14:25.750
157299.7,-0.035913,0.260968,9.777920,-0.060686,0.273854,9.802638,0.000000,-0.001833,0.000000,-0.007000,-30.695002,-36.306004,179.892,-1.600,0.355,,,,,,,,2026-09-13 03:14:25.846
157403.6,-0.014365,0.323217,9.761160,-0.061029,0.274703,9.802612,-0.004276,0.000000,0.000000,-0.680000,-30.393002,-36.087002,179.755,-1.605,0.357,,,,,,,,2026-09-13 03:14:25.950
157499.6,-0.038307,0.086191,10.022128,-0.060777,0.274406,9.802622,-0.004887,0.003054,0.000611,-0.579000,-30.569002,-36.519001,-179.872,-1.603,0.355,,,,,,,,2026-09-13 03:14:26.046
157603.6,-0.062249,0.248997,9.588778,-0.060203,0.274741,9.802616,-0.006720,-0.015882,0.000000,0.101000,-30.863001,-35.767002,179.814,-1.605,0.352,,,,,,,,2026-09-13 03:14:26.150
157699.6,-0.016759,0.277727,9.785102,-0.059299,0.274051,9.802640,-0.001222,0.003054,0.000000,0.340000,-30.749001,-35.769001,179.933,-1.601,0.347,,,,,,,,2026-09-13 03:14:26.246
157803.6,-0.088585,0.306458,9.995792,-0.059299,0.274694,9.802623,-0.000611,0.000611,0.001222,-0.325000,-30.268002,-36.198002,179.469,-1.605,0.347,,,,,,,,2026-09-13 03:14:26.350
157899.5,-0.050278,0.284910,9.952697,-0.059528,0.274615,9.802624,-0.001222,-0.001833,0.001222,-1.636000,-31.021002,-34.243000,179.094,-1.605,0.348,,,,,,,,2026-09-13 03:14:26.446
158003.5,-0.071826,0.299275,9.921572,-0.059096,0.274484,9.802629,0.002443,0.005498,-0.001222,0.676000,-30.901001,-36.094002,179.133,-1.604,0.345,,,,,,,,2026-09-13 03:14:26.550
158099.5,-0.064643,0.294487,9.856929,-0.059915,0.274771,9.802617,0.004887,0.002443,0.000000,-0.715000,-30.771002,-37.489002,179.340,-1.606,0.350,,,,,,,,2026-09-13 03:14:26.646
158203.5,-0.062249,0.270545,9.849746,-0.059212,0.275526,9.802600,-0.001222,0.000000,0.000611,-1.021000,-31.981001,-36.510002,179.168,-1.610,0.346,,,,,,,,2026-09-13 03:14:26.750
158299.5,-0.055067,0.263362,10.149021,-0.059352,0.276006,9.802586,0.003054,0.005498,-0.000611,-1.258000,-30.444002,-35.327003,179.314,-1.613,0.347,,,,,,,,2026-09-13 03:14:26.846
158403.4,-0.088585,0.270545,9.789890,-0.060575,0.276475,9.802565,0.003665,0.004276,-0.001222,0.111000,-30.767002,-35.227001,179.364,-1.616,0.354,,,,,,,,2026-09-13 03:14:26.950
158499.4,-0.052672,0.270545,9.792285,-0.061133,0.276555,9.802559,0.002443,0.002443,-0.002443,0.320000,-30.941002,-36.847000,179.196,-1.616,0.357,,,,,,,,2026-09-13 03:14:27.046
158603.4,-0.064643,0.282516,9.842564,-0.061110,0.276602,9.802558,0.001222,0.000000,0.000000,-1.143000,-32.170002,-35.645000,178.977,-1.616,0.357,,,,,,,,2026-09-13 03:14:27.150
158699.4,-0.090980,0.210690,9.943120,-0.061199,0.275882,9.802578,0.005498,0.010385,-0.000611,-0.880000,-31.689001,-35.757000,178.692,-1.612,0.358,,,,,,,,2026-09-13 03:14:27.246
158803.4,-0.064643,0.277727,9.983821,-0.061709,0.276369,9.802561,0.005498,0.004887,0.000611,-0.270000,-31.177002,-36.303001,179.803,-1.615,0.361,,,,,,,,2026-09-13 03:14:27.350
158899.3,-0.064643,0.289698,9.825804,-0.061816,0.276216,9.802565,0.007330,0.004276,0.001222,-0.914000,-30.588001,-34.573002,179.198,-1.614,0.361,,,,,,,,2026-09-13 03:14:27.446
159003.3,-0.040701,0.275333,9.900024,-0.062117,0.276489,9.802555,0.001833,0.001833,-0.000611,-0.581000,-29.179001,-33.502003,179.723,-1.616,0.363,,,,,,,,2026-09-13 03:14:27.550
159099.3,-0.035913,0.251391,9.799467,-0.062579,0.275666,9.802575,0.003054,0.003665,0.000000,-0.164000,-31.433001,-35.223003,179.609,-1.611,0.366,,,,,,,,2026-09-13 03:14:27.646
159203.3,-0.069432,0.292093,9.823410,-0.062979,0.276270,9.802556,0.003665,0.002443,-0.000611,0.141000,-30.480001,-33.717003,179.722,-1.614,0.368,,,,,,,,2026-09-13 03:14:27.750
159299.2,-0.040701,0.282516,9.763555,-0.063078,0.275539,9.802575,0.001222,-0.003665,0.000611,-1.416000,-30.926001,-36.836002,179.439,-1.610,0.369,,,,,,,,2026-09-13 03:14:27.846
159403.3,-0.057461,0.292093,10.007763,-0.063459,0.276951,9.802533,0.003054,0.003665,-0.001222,-1.082000,-29.516001,-35.548000,179.454,-1.618,0.371,,,,,,,,2026-09-13 03:14:27.950
159499.3,-0.074220,0.296881,9.782708,-0.063502,0.275779,9.802567,0.006109,0.006109,0.000000,-1.206000,-29.792002,-34.143002,179.264,-1.611,0.371,,,,,,,,2026-09-13 03:14:28.046
159603.2,-0.055067,0.272939,9.935937,-0.064385,0.278860,9.802473,0.001833,-0.001222,0.001833,-0.762000,-31.676001,-35.542000,179.069,-1.629,0.376,,,,,,,,2026-09-13 03:14:28.150
159699.3,-0.038307,0.260968,9.818622,-0.064554,0.278793,9.802474,0.001833,0.002443,0.000000,-0.082000,-30.322001,-34.148003,179.634,-1.629,0.377,,,,,,,,2026-09-13 03:14:28.246
159803.3,-0.064643,0.289698,9.809045,-0.065105,0.280198,9.802430,0.001833,0.001833,0.000611,-0.168000,-29.788002,-34.906002,179.631,-1.637,0.381,,,,,,,,2026-09-13 03:14:28.350
159899.3,-0.055067,0.282516,9.787497,-0.065737,0.281184,9.802398,0.000000,-0.000611,0.000000,-0.184000,-30.061001,-34.580002,179.630,-1.643,0.384,,,,,,,,2026-09-13 03:14:28.446
160003.3,-0.059855,0.263362,9.806650,-0.065439,0.281726,9.802384,0.000000,0.000611,0.000000,0.583000,-30.546001,-36.203003,179.628,-1.646,0.382,,,,,,,,2026-09-13 03:14:28.550
